folio	date	hora_apertura	close_time	mesa	server_id	mesero_nombre	guests	turno	vta_comida	beverage_subtotal	descuento	comp	cancelado	subtotal	iva	total	propina	cash	tarjeta	forma_pago	store_id	tipo_servicio	descripcion_producto
CHQ-FRMX-CD-MTY-001-20240209-1489	2024-02-09	7:08	16:06	17	MES-006	Sofía Reyes Morales	3	night	503.25	167.75	26.84	0	0	671	103.07	747.23	90.18	747.23	0	efectivo	FRMX-CD-MTY-001	dine_in	Margarita
CHQ-FRMX-TV-GDL-001-20240210-1490	2024-02-10	13:03	13:07	14	MES-036	Ana Cruz Martínez	2	afternoon	660	220	35.2	0	0	880	135.17	979.97	118.27	979.97	0	efectivo	FRMX-TV-GDL-001	express	TACOS PASTOR
CHQ-FRMX-CD-CDMX-001-20240211-1491	2024-02-11	10:54	9:56	17	MES-020	Diego Vázquez Castillo	4	morning	472.5	157.5	25.2	0	12.6	630	94.75	686.95	82.91	686.95	0	efectivo	FRMX-CD-CDMX-001	dine_in	Margarita
CHQ-FRMX-TV-CDMX-001-20240205-1492	2024-02-05	18:10	11:19	17	MES-017	Diego Vázquez Castillo	3	morning	351.75	117.25	0	0	9.38	469	73.54	533.16	64.35	0	533.16	tarjeta	FRMX-TV-CDMX-001	express	Pescado Zarandeado
CHQ-FRMX-MB-CDMX-001-20240206-1493	2024-02-06	17:29	15:44	27	MES-040	Sofía Reyes Morales	1	night	670.5	223.5	35.76	0	17.88	894	134.46	974.82	117.65	974.82	0	efectivo	FRMX-MB-CDMX-001	dine_in	Pescado Zarandeado
CHQ-FRMX-CD-MTY-001-20240207-1494	2024-02-07	10:47	23:02	13	MES-036	José Antonio López Hernández	2	afternoon	592.5	197.5	0	0	0	790	126.4	916.4	110.6	0	916.4	tarjeta	FRMX-CD-MTY-001	dine_in	margarita clasica
CHQ-FRMX-TV-GDL-001-20240208-1495	2024-02-08	17:15	10:15	10	MES-015	María Elena Gutiérrez Flores	2	afternoon	437.25	145.75	0	0	11.66	583	91.41	662.75	79.99	662.75	0	efectivo	FRMX-TV-GDL-001	express	Taco al Pastor
CHQ-FRMX-CD-CDMX-001-20240209-1496	2024-02-09	21:50	10:36	4	MES-039	Luis Ramírez Torres	1	afternoon	672	224	0	0	17.92	896	140.49	1018.57	122.93	0	1018.57	tarjeta	FRMX-CD-CDMX-001	dine_in	tacos_pastor
CHQ-FRMX-TV-CDMX-001-20240210-1497	2024-02-10	8:54	8:54	26	MES-002	Diego Vázquez Castillo	4	night	144.75	48.25	7.72	0	0	193	29.64	214.92	25.94	214.92	0	efectivo	FRMX-TV-CDMX-001	express	Taco al Pastor
CHQ-FRMX-MB-CDMX-001-20240211-1498	2024-02-11	15:52	14:49	16	MES-032	Ana Cruz Martínez	3	morning	583.5	194.5	31.12	11.67	15.56	778	115.14	834.79	100.75	0	834.79	tarjeta	FRMX-MB-CDMX-001	dine_in	TACOS PASTOR
CHQ-FRMX-CD-MTY-001-20240205-1499	2024-02-05	10:58	15:07	10	MES-009	Carmen Jiménez Ortiz	2	morning	505.5	168.5	26.96	10.11	0	674	101.91	738.84	89.17	0	738.84	tarjeta	FRMX-CD-MTY-001	dine_in	tacos_pastor
CHQ-FRMX-TV-GDL-001-20240206-1500	2024-02-06	13:20	21:56	10	MES-007	Ana Cruz Martínez	1	night	589.5	196.5	0	0	15.72	786	123.24	893.52	107.84	893.52	0	efectivo	FRMX-TV-GDL-001	express	PESC ZARAND
CHQ-FRMX-CD-CDMX-001-20240207-1501	2024-02-07	11:49	12:13	19	MES-035	José Antonio López Hernández	1	afternoon	558	186	29.76	0	14.88	744	111.9	811.26	97.91	0	811.26	tarjeta	FRMX-CD-CDMX-001	dine_in	margarita clasica
CHQ-FRMX-TV-CDMX-001-20240208-1502	2024-02-08	11:00	14:18	11	MES-009	José Antonio López Hernández	3	morning	539.25	179.75	28.76	10.79	0	719	108.71	788.16	95.12	788.16	0	efectivo	FRMX-TV-CDMX-001	express	Orden Tacos Pastor
CHQ-FRMX-MB-CDMX-001-20240209-1503	2024-02-09	20:29	9:09	23	MES-016	Ana Cruz Martínez	3	night	491.25	163.75	26.2	9.82	13.1	655	96.94	702.82	84.82	0	702.82	tarjeta	FRMX-MB-CDMX-001	dine_in	CORONA 355ML
CHQ-FRMX-CD-MTY-001-20240210-1504	2024-02-10	21:33	22:41	18	MES-031	Pablo Mendoza Romero	3	afternoon	356.25	118.75	0	0	9.5	475	74.48	539.98	65.17	0	539.98	tarjeta	FRMX-CD-MTY-001	dine_in	tacos_pastor
CHQ-FRMX-TV-GDL-001-20240211-1505	2024-02-11	12:57	14:40	23	MES-038	María Elena Gutiérrez Flores	4	afternoon	598.5	199.5	0	11.97	15.96	798	123.21	893.28	107.81	0	893.28	tarjeta	FRMX-TV-GDL-001	express	PESC ZARAND
CHQ-FRMX-CD-CDMX-001-20240205-1506	2024-02-05	11:29	21:06	26	MES-008	Ana Cruz Martínez	3	morning	483	161	0	0	0	644	103.04	747.04	90.16	747.04	0	efectivo	FRMX-CD-CDMX-001	dine_in	Margarita
CHQ-FRMX-TV-CDMX-001-20240206-1507	2024-02-06	11:56	10:41	8	MES-007	José Antonio López Hernández	3	afternoon	567	189	0	11.34	15.12	756	116.73	846.27	102.14	846.27	0	efectivo	FRMX-TV-CDMX-001	express	tacos_pastor
CHQ-FRMX-MB-CDMX-001-20240207-1508	2024-02-07	22:25	19:39	19	MES-031	Luis Ramírez Torres	1	night	369	123	19.68	7.38	9.84	492	72.82	527.92	63.71	527.92	0	efectivo	FRMX-MB-CDMX-001	dine_in	TACOS PASTOR
CHQ-FRMX-CD-MTY-001-20240208-1509	2024-02-08	7:49	19:48	25	MES-033	María Elena Gutiérrez Flores	1	afternoon	133.5	44.5	7.12	2.67	3.56	178	26.34	190.99	23.05	0	190.99	tarjeta	FRMX-CD-MTY-001	dine_in	Cerveza Corona
CHQ-FRMX-TV-GDL-001-20240209-1510	2024-02-09	13:28	22:55	16	MES-010	Sofía Reyes Morales	1	afternoon	381.75	127.25	0	7.64	0	509	80.22	581.58	70.19	581.58	0	efectivo	FRMX-TV-GDL-001	express	Cerveza Corona
CHQ-FRMX-CD-CDMX-001-20240210-1511	2024-02-10	18:40	21:58	15	MES-030	Diego Vázquez Castillo	2	afternoon	210.75	70.25	11.24	4.22	0	281	42.49	308.03	37.18	0	308.03	tarjeta	FRMX-CD-CDMX-001	dine_in	PESC ZARAND
CHQ-FRMX-TV-CDMX-001-20240211-1512	2024-02-11	22:15	9:39	12	MES-009	Luis Ramírez Torres	3	afternoon	134.25	44.75	7.16	0	3.58	179	26.92	195.18	23.56	0	195.18	tarjeta	FRMX-TV-CDMX-001	express	CORONA 355ML
CHQ-FRMX-MB-CDMX-001-20240205-1513	2024-02-05	10:53	18:09	7	MES-008	Ana Cruz Martínez	2	afternoon	531.75	177.25	0	0	14.18	709	111.17	805.99	97.27	805.99	0	efectivo	FRMX-MB-CDMX-001	dine_in	tacos_pastor
CHQ-FRMX-CD-MTY-001-20240206-1514	2024-02-06	19:09	16:51	18	MES-020	José Antonio López Hernández	2	night	633	211	0	0	16.88	844	132.34	959.46	115.8	959.46	0	efectivo	FRMX-CD-MTY-001	dine_in	PESC ZARAND
CHQ-FRMX-TV-GDL-001-20240207-1515	2024-02-07	17:30	17:05	20	MES-035	Diego Vázquez Castillo	2	night	134.25	44.75	7.16	0	3.58	179	26.92	195.18	23.56	0	195.18	tarjeta	FRMX-TV-GDL-001	express	margarita clasica
CHQ-FRMX-CD-CDMX-001-20240208-1516	2024-02-08	16:16	18:54	11	MES-016	Pablo Mendoza Romero	3	afternoon	188.25	62.75	0	3.76	0	251	39.56	286.8	34.61	0	286.8	tarjeta	FRMX-CD-CDMX-001	dine_in	PESC ZARAND
CHQ-FRMX-TV-CDMX-001-20240209-1517	2024-02-09	19:34	17:51	8	MES-022	Pablo Mendoza Romero	4	night	170.25	56.75	0	0	0	227	36.32	263.32	31.78	263.32	0	efectivo	FRMX-TV-CDMX-001	express	PESC ZARAND
CHQ-FRMX-MB-CDMX-001-20240210-1518	2024-02-10	20:02	12:34	16	MES-039	Sofía Reyes Morales	4	morning	376.5	125.5	20.08	0	10.04	502	75.5	547.38	66.06	547.38	0	efectivo	FRMX-MB-CDMX-001	dine_in	Margarita
CHQ-FRMX-CD-MTY-001-20240211-1519	2024-02-11	18:10	10:51	14	MES-012	Carmen Jiménez Ortiz	2	night	99	33	5.28	1.98	2.64	132	19.54	141.64	17.09	141.64	0	efectivo	FRMX-CD-MTY-001	dine_in	tacos_pastor
CHQ-FRMX-TV-GDL-001-20240205-1520	2024-02-05	10:00	8:43	30	MES-022	Carmen Jiménez Ortiz	4	afternoon	126.75	42.25	6.76	2.53	3.38	169	25.01	181.34	21.89	181.34	0	efectivo	FRMX-TV-GDL-001	express	Cerveza Corona
CHQ-FRMX-CD-CDMX-001-20240206-1521	2024-02-06	13:37	16:02	24	MES-039	Carmen Jiménez Ortiz	1	night	615	205	32.8	0	16.4	820	123.33	894.13	107.91	0	894.13	tarjeta	FRMX-CD-CDMX-001	dine_in	Cerveza Corona
CHQ-FRMX-TV-CDMX-001-20240207-1522	2024-02-07	14:02	10:50	15	MES-003	Carmen Jiménez Ortiz	2	morning	330.75	110.25	0	6.61	0	441	69.5	503.89	60.81	503.89	0	efectivo	FRMX-TV-CDMX-001	express	margarita clasica
CHQ-FRMX-MB-CDMX-001-20240208-1523	2024-02-08	10:38	8:24	15	MES-024	Ana Cruz Martínez	3	afternoon	294	98	15.68	0	7.84	392	58.96	427.44	51.59	0	427.44	tarjeta	FRMX-MB-CDMX-001	dine_in	Cerveza Corona
CHQ-FRMX-CD-MTY-001-20240209-1524	2024-02-09	19:57	10:02	3	MES-026	José Antonio López Hernández	4	afternoon	668.25	222.75	0	0	17.82	891	139.71	1012.89	122.25	0	1012.89	tarjeta	FRMX-CD-MTY-001	dine_in	tacos_pastor
CHQ-FRMX-TV-GDL-001-20240210-1525	2024-02-10	19:01	20:42	30	MES-033	María Elena Gutiérrez Flores	1	afternoon	498	166	0	0	13.28	664	104.12	754.84	91.1	0	754.84	tarjeta	FRMX-TV-GDL-001	express	margarita clasica
CHQ-FRMX-CD-CDMX-001-20240211-1526	2024-02-11	16:45	12:04	12	MES-009	Ana Cruz Martínez	4	afternoon	582.75	194.25	0	0	0	777	124.32	901.32	108.78	0	901.32	tarjeta	FRMX-CD-CDMX-001	dine_in	Cerveza Corona
CHQ-FRMX-TV-CDMX-001-20240205-1527	2024-02-05	8:08	9:04	5	MES-015	Pablo Mendoza Romero	2	morning	624	208	33.28	0	0	832	127.8	926.52	111.82	0	926.52	tarjeta	FRMX-TV-CDMX-001	express	margarita clasica
CHQ-FRMX-MB-CDMX-001-20240206-1528	2024-02-06	21:50	22:31	11	MES-034	Luis Ramírez Torres	3	afternoon	267.75	89.25	0	0	0	357	57.12	414.12	49.98	0	414.12	tarjeta	FRMX-MB-CDMX-001	dine_in	margarita clasica
CHQ-FRMX-CD-MTY-001-20240207-1529	2024-02-07	22:11	9:12	30	MES-031	Luis Ramírez Torres	2	afternoon	494.25	164.75	26.36	0	13.18	659	99.11	718.57	86.72	0	718.57	tarjeta	FRMX-CD-MTY-001	dine_in	Cerveza Corona
CHQ-FRMX-TV-GDL-001-20240208-1530	2024-02-08	11:34	23:01	6	MES-002	Diego Vázquez Castillo	1	afternoon	315	105	16.8	0	0	420	64.51	467.71	56.45	467.71	0	efectivo	FRMX-TV-GDL-001	express	CORONA 355ML
CHQ-FRMX-CD-CDMX-001-20240209-1531	2024-02-09	15:39	8:01	26	MES-008	Pablo Mendoza Romero	2	night	612	204	32.64	0	16.32	816	122.73	889.77	107.39	0	889.77	tarjeta	FRMX-CD-CDMX-001	dine_in	margarita clasica
CHQ-FRMX-TV-CDMX-001-20240210-1532	2024-02-10	10:01	8:15	23	MES-021	Luis Ramírez Torres	1	afternoon	367.5	122.5	0	7.35	0	490	77.22	559.87	67.57	559.87	0	efectivo	FRMX-TV-CDMX-001	express	Margarita
CHQ-FRMX-MB-CDMX-001-20240211-1533	2024-02-11	7:05	20:17	19	MES-034	Sofía Reyes Morales	3	afternoon	213.75	71.25	0	0	0	285	45.6	330.6	39.9	330.6	0	efectivo	FRMX-MB-CDMX-001	dine_in	tacos_pastor
CHQ-FRMX-CD-MTY-001-20240205-1534	2024-02-05	20:24	16:19	14	MES-015	Sofía Reyes Morales	2	morning	159	53	0	0	4.24	212	33.24	241	29.09	0	241	tarjeta	FRMX-CD-MTY-001	dine_in	Margarita
CHQ-FRMX-TV-GDL-001-20240206-1535	2024-02-06	21:31	20:48	20	MES-013	Pablo Mendoza Romero	3	night	423.75	141.25	22.6	0	11.3	565	84.98	616.08	74.35	0	616.08	tarjeta	FRMX-TV-GDL-001	express	tacos_pastor
CHQ-FRMX-CD-CDMX-001-20240207-1536	2024-02-07	10:14	20:33	26	MES-039	Pablo Mendoza Romero	1	morning	116.25	38.75	6.2	0	3.1	155	23.31	169.01	20.4	0	169.01	tarjeta	FRMX-CD-CDMX-001	dine_in	tacos_pastor
CHQ-FRMX-TV-CDMX-001-20240208-1537	2024-02-08	10:42	20:34	4	MES-005	Luis Ramírez Torres	2	morning	186	62	9.92	0	4.96	248	37.3	270.42	32.64	270.42	0	efectivo	FRMX-TV-CDMX-001	express	Taco al Pastor
CHQ-FRMX-MB-CDMX-001-20240209-1538	2024-02-09	17:53	18:49	24	MES-016	Diego Vázquez Castillo	4	morning	390.75	130.25	20.84	7.82	10.42	521	77.11	559.03	67.47	0	559.03	tarjeta	FRMX-MB-CDMX-001	dine_in	Margarita
CHQ-FRMX-CD-MTY-001-20240210-1539	2024-02-10	11:49	18:17	20	MES-031	Pablo Mendoza Romero	4	morning	137.25	45.75	0	0	3.66	183	28.69	208.03	25.11	208.03	0	efectivo	FRMX-CD-MTY-001	dine_in	Cerveza Corona
CHQ-FRMX-TV-GDL-001-20240211-1540	2024-02-11	12:32	23:55	27	MES-018	Pablo Mendoza Romero	3	morning	226.5	75.5	0	0	6.04	302	47.35	343.31	41.43	0	343.31	tarjeta	FRMX-TV-GDL-001	express	PESC ZARAND
CHQ-FRMX-CD-CDMX-001-20240205-1541	2024-02-05	16:51	10:38	1	MES-024	María Elena Gutiérrez Flores	3	morning	561.75	187.25	0	0	14.98	749	117.44	851.46	102.76	0	851.46	tarjeta	FRMX-CD-CDMX-001	dine_in	Orden Tacos Pastor
CHQ-FRMX-TV-CDMX-001-20240206-1542	2024-02-06	18:34	14:03	15	MES-014	Sofía Reyes Morales	4	morning	637.5	212.5	0	0	17	850	133.28	966.28	116.62	0	966.28	tarjeta	FRMX-TV-CDMX-001	express	Cerveza Corona
CHQ-FRMX-MB-CDMX-001-20240207-1543	2024-02-07	19:44	23:12	3	MES-022	Pablo Mendoza Romero	3	night	409.5	136.5	21.84	0	10.92	546	82.12	595.36	71.85	595.36	0	efectivo	FRMX-MB-CDMX-001	dine_in	Taco al Pastor
CHQ-FRMX-CD-MTY-001-20240208-1544	2024-02-08	12:13	8:48	2	MES-038	Carmen Jiménez Ortiz	3	afternoon	605.25	201.75	0	0	16.14	807	126.54	917.4	110.72	917.4	0	efectivo	FRMX-CD-MTY-001	dine_in	TACOS PASTOR
CHQ-FRMX-TV-GDL-001-20240209-1545	2024-02-09	15:17	21:28	7	MES-007	Pablo Mendoza Romero	4	night	641.25	213.75	0	0	17.1	855	134.06	971.96	117.31	0	971.96	tarjeta	FRMX-TV-GDL-001	express	CORONA 355ML
CHQ-FRMX-CD-CDMX-001-20240210-1546	2024-02-10	13:39	8:55	5	MES-020	Luis Ramírez Torres	3	night	456.75	152.25	0	0	0	609	97.44	706.44	85.26	706.44	0	efectivo	FRMX-CD-CDMX-001	dine_in	Cerveza Corona
CHQ-FRMX-TV-CDMX-001-20240211-1547	2024-02-11	19:35	12:08	24	MES-031	Luis Ramírez Torres	3	afternoon	202.5	67.5	0	4.05	0	270	42.55	308.5	37.23	0	308.5	tarjeta	FRMX-TV-CDMX-001	express	margarita clasica
CHQ-FRMX-MB-CDMX-001-20240205-1548	2024-02-05	15:56	15:06	15	MES-034	Ana Cruz Martínez	4	afternoon	578.25	192.75	0	11.57	0	771	121.51	880.94	106.32	880.94	0	efectivo	FRMX-MB-CDMX-001	dine_in	Margarita
CHQ-FRMX-CD-MTY-001-20240206-1549	2024-02-06	18:44	22:40	5	MES-017	José Antonio López Hernández	3	night	531	177	0	0	14.16	708	111.01	804.85	97.14	804.85	0	efectivo	FRMX-CD-MTY-001	dine_in	TACOS PASTOR
CHQ-FRMX-TV-GDL-001-20240207-1550	2024-02-07	13:45	15:30	14	MES-036	Diego Vázquez Castillo	4	night	311.25	103.75	16.6	0	8.3	415	62.42	452.52	54.61	0	452.52	tarjeta	FRMX-TV-GDL-001	express	Taco al Pastor
CHQ-FRMX-CD-CDMX-001-20240208-1551	2024-02-08	15:53	13:18	12	MES-010	Diego Vázquez Castillo	1	afternoon	281.25	93.75	0	0	0	375	60	435	52.5	435	0	efectivo	FRMX-CD-CDMX-001	dine_in	Margarita
CHQ-FRMX-TV-CDMX-001-20240209-1552	2024-02-09	20:25	13:49	14	MES-015	José Antonio López Hernández	2	night	123.75	41.25	0	0	0	165	26.4	191.4	23.1	0	191.4	tarjeta	FRMX-TV-CDMX-001	express	CORONA 355ML
CHQ-FRMX-MB-CDMX-001-20240210-1553	2024-02-10	18:05	19:36	15	MES-019	Sofía Reyes Morales	2	night	525	175	0	0	0	700	112	812	98	0	812	tarjeta	FRMX-MB-CDMX-001	dine_in	margarita clasica
CHQ-FRMX-CD-MTY-001-20240211-1554	2024-02-11	7:16	10:02	22	MES-025	Diego Vázquez Castillo	2	morning	253.5	84.5	0	0	0	338	54.08	392.08	47.32	0	392.08	tarjeta	FRMX-CD-MTY-001	dine_in	Orden Tacos Pastor
CHQ-FRMX-TV-GDL-001-20240205-1555	2024-02-05	13:12	14:58	11	MES-029	Carmen Jiménez Ortiz	4	night	231.75	77.25	0	4.64	6.18	309	47.71	345.89	41.75	0	345.89	tarjeta	FRMX-TV-GDL-001	express	Pescado Zarandeado
CHQ-FRMX-CD-CDMX-001-20240206-1556	2024-02-06	17:39	19:29	15	MES-026	María Elena Gutiérrez Flores	3	afternoon	95.25	31.75	0	0	2.54	127	19.91	144.37	17.42	0	144.37	tarjeta	FRMX-CD-CDMX-001	dine_in	Pescado Zarandeado
CHQ-FRMX-TV-CDMX-001-20240207-1557	2024-02-07	21:57	8:46	17	MES-015	Carmen Jiménez Ortiz	3	afternoon	397.5	132.5	0	7.95	10.6	530	81.83	593.28	71.6	593.28	0	efectivo	FRMX-TV-CDMX-001	express	Orden Tacos Pastor
CHQ-FRMX-MB-CDMX-001-20240208-1558	2024-02-08	12:00	14:45	28	MES-016	Ana Cruz Martínez	4	afternoon	223.5	74.5	11.92	0	0	298	45.77	331.85	40.05	0	331.85	tarjeta	FRMX-MB-CDMX-001	dine_in	margarita clasica
CHQ-FRMX-CD-MTY-001-20240209-1559	2024-02-09	17:32	19:06	5	MES-026	María Elena Gutiérrez Flores	3	night	360.75	120.25	19.24	7.22	9.62	481	71.19	516.11	62.29	516.11	0	efectivo	FRMX-CD-MTY-001	dine_in	Cerveza Corona
CHQ-FRMX-TV-GDL-001-20240210-1560	2024-02-10	15:54	18:54	19	MES-022	Carmen Jiménez Ortiz	2	morning	141.75	47.25	7.56	0	3.78	189	28.43	206.09	24.87	206.09	0	efectivo	FRMX-TV-GDL-001	express	CORONA 355ML
CHQ-FRMX-CD-CDMX-001-20240211-1561	2024-02-11	12:25	10:35	29	MES-035	María Elena Gutiérrez Flores	1	afternoon	364.5	121.5	0	0	9.72	486	76.2	552.48	66.68	0	552.48	tarjeta	FRMX-CD-CDMX-001	dine_in	CORONA 355ML
CHQ-FRMX-TV-CDMX-001-20240205-1562	2024-02-05	16:17	23:35	30	MES-010	Luis Ramírez Torres	2	afternoon	171.75	57.25	9.16	0	4.58	229	34.44	249.7	30.14	0	249.7	tarjeta	FRMX-TV-CDMX-001	express	CORONA 355ML
CHQ-FRMX-MB-CDMX-001-20240206-1563	2024-02-06	16:05	14:29	18	MES-019	Luis Ramírez Torres	4	afternoon	612	204	32.64	0	0	816	125.34	908.7	109.67	908.7	0	efectivo	FRMX-MB-CDMX-001	dine_in	tacos_pastor
CHQ-FRMX-CD-MTY-001-20240207-1564	2024-02-07	16:38	15:34	16	MES-029	Luis Ramírez Torres	1	afternoon	201.75	67.25	10.76	0	0	269	41.32	299.56	36.15	299.56	0	efectivo	FRMX-CD-MTY-001	dine_in	CORONA 355ML
CHQ-FRMX-TV-GDL-001-20240208-1565	2024-02-08	11:43	8:47	20	MES-039	Sofía Reyes Morales	3	afternoon	320.25	106.75	17.08	0	0	427	65.59	475.51	57.39	475.51	0	efectivo	FRMX-TV-GDL-001	express	Cerveza Corona
CHQ-FRMX-CD-CDMX-001-20240209-1566	2024-02-09	13:44	14:59	30	MES-025	José Antonio López Hernández	1	afternoon	672	224	35.84	13.44	17.92	896	132.61	961.41	116.03	961.41	0	efectivo	FRMX-CD-CDMX-001	dine_in	Orden Tacos Pastor
CHQ-FRMX-TV-CDMX-001-20240210-1567	2024-02-10	18:59	12:43	10	MES-028	María Elena Gutiérrez Flores	2	night	528.75	176.25	0	0	14.1	705	110.54	801.44	96.73	0	801.44	tarjeta	FRMX-TV-CDMX-001	express	margarita clasica
CHQ-FRMX-MB-CDMX-001-20240211-1568	2024-02-11	9:43	20:47	1	MES-022	Carmen Jiménez Ortiz	2	afternoon	489.75	163.25	0	0	0	653	104.48	757.48	91.42	0	757.48	tarjeta	FRMX-MB-CDMX-001	dine_in	Pescado Zarandeado
CHQ-FRMX-CD-MTY-001-20240205-1569	2024-02-05	8:53	15:56	14	MES-010	Luis Ramírez Torres	2	night	579.75	193.25	0	0	15.46	773	121.21	878.75	106.06	0	878.75	tarjeta	FRMX-CD-MTY-001	dine_in	tacos_pastor
CHQ-FRMX-TV-GDL-001-20240206-1570	2024-02-06	12:12	20:58	8	MES-013	Carmen Jiménez Ortiz	4	morning	194.25	64.75	0	0	0	259	41.44	300.44	36.26	0	300.44	tarjeta	FRMX-TV-GDL-001	express	Pescado Zarandeado
CHQ-FRMX-CD-CDMX-001-20240207-1571	2024-02-07	19:42	18:31	17	MES-002	Luis Ramírez Torres	3	afternoon	330	110	0	0	8.8	440	68.99	500.19	60.37	500.19	0	efectivo	FRMX-CD-CDMX-001	dine_in	CORONA 355ML
CHQ-FRMX-TV-CDMX-001-20240208-1572	2024-02-08	16:36	8:14	23	MES-035	Luis Ramírez Torres	3	afternoon	283.5	94.5	0	0	7.56	378	59.27	429.71	51.86	429.71	0	efectivo	FRMX-TV-CDMX-001	express	tacos_pastor
CHQ-FRMX-MB-CDMX-001-20240209-1573	2024-02-09	16:51	9:39	27	MES-032	Sofía Reyes Morales	3	morning	441.75	147.25	23.56	0	11.78	589	88.59	642.25	77.51	642.25	0	efectivo	FRMX-MB-CDMX-001	dine_in	Pescado Zarandeado
CHQ-FRMX-CD-MTY-001-20240210-1574	2024-02-10	22:55	15:32	21	MES-006	Pablo Mendoza Romero	1	afternoon	537.75	179.25	28.68	10.76	14.34	717	106.12	769.34	92.85	769.34	0	efectivo	FRMX-CD-MTY-001	dine_in	PESC ZARAND
CHQ-FRMX-TV-GDL-001-20240211-1575	2024-02-11	8:12	23:29	16	MES-024	Luis Ramírez Torres	4	morning	367.5	122.5	0	0	0	490	78.4	568.4	68.6	568.4	0	efectivo	FRMX-TV-GDL-001	express	Margarita
CHQ-FRMX-CD-CDMX-001-20240205-1576	2024-02-05	12:27	23:35	8	MES-033	Diego Vázquez Castillo	1	afternoon	666	222	0	13.32	17.76	888	137.11	994.03	119.97	0	994.03	tarjeta	FRMX-CD-CDMX-001	dine_in	CORONA 355ML
CHQ-FRMX-TV-CDMX-001-20240206-1577	2024-02-06	14:35	9:48	29	MES-022	Ana Cruz Martínez	4	night	430.5	143.5	22.96	0	11.48	574	86.33	625.89	75.54	0	625.89	tarjeta	FRMX-TV-CDMX-001	express	tacos_pastor
CHQ-FRMX-MB-CDMX-001-20240207-1578	2024-02-07	17:30	20:48	13	MES-033	Diego Vázquez Castillo	2	afternoon	484.5	161.5	0	0	0	646	103.36	749.36	90.44	749.36	0	efectivo	FRMX-MB-CDMX-001	dine_in	margarita clasica
CHQ-FRMX-CD-MTY-001-20240208-1579	2024-02-08	7:54	9:03	26	MES-039	Pablo Mendoza Romero	3	morning	507	169	0	10.14	0	676	106.54	772.4	93.22	0	772.4	tarjeta	FRMX-CD-MTY-001	dine_in	Margarita
CHQ-FRMX-TV-GDL-001-20240209-1580	2024-02-09	10:12	12:30	20	MES-035	Carmen Jiménez Ortiz	1	morning	123	41	0	2.46	3.28	164	25.32	183.58	22.16	0	183.58	tarjeta	FRMX-TV-GDL-001	express	Taco al Pastor
CHQ-FRMX-CD-CDMX-001-20240210-1581	2024-02-10	11:06	19:33	26	MES-007	Diego Vázquez Castillo	2	night	147	49	0	0	3.92	196	30.73	222.81	26.89	222.81	0	efectivo	FRMX-CD-CDMX-001	dine_in	CORONA 355ML
CHQ-FRMX-TV-CDMX-001-20240211-1582	2024-02-11	18:36	18:42	6	MES-038	Sofía Reyes Morales	4	night	600.75	200.25	32.04	0	0	801	123.03	891.99	107.65	0	891.99	tarjeta	FRMX-TV-CDMX-001	express	Pescado Zarandeado
CHQ-FRMX-MB-CDMX-001-20240205-1583	2024-02-05	9:14	13:20	6	MES-021	Pablo Mendoza Romero	4	morning	516.75	172.25	0	10.34	13.78	689	106.38	771.26	93.08	0	771.26	tarjeta	FRMX-MB-CDMX-001	dine_in	Pescado Zarandeado
CHQ-FRMX-CD-MTY-001-20240206-1584	2024-02-06	12:23	14:58	30	MES-001	Sofía Reyes Morales	4	afternoon	159.75	53.25	8.52	3.2	4.26	213	31.52	228.54	27.58	0	228.54	tarjeta	FRMX-CD-MTY-001	dine_in	PESC ZARAND
CHQ-FRMX-TV-GDL-001-20240207-1585	2024-02-07	19:25	12:09	5	MES-030	Sofía Reyes Morales	2	afternoon	219.75	73.25	0	0	5.86	293	45.94	333.08	40.2	333.08	0	efectivo	FRMX-TV-GDL-001	express	CORONA 355ML
CHQ-FRMX-CD-CDMX-001-20240208-1586	2024-02-08	16:08	21:54	24	MES-040	Ana Cruz Martínez	2	night	111	37	5.92	2.22	0	148	22.38	162.24	19.58	162.24	0	efectivo	FRMX-CD-CDMX-001	dine_in	Pescado Zarandeado
CHQ-FRMX-TV-CDMX-001-20240209-1587	2024-02-09	18:00	18:15	25	MES-012	Ana Cruz Martínez	1	night	349.5	116.5	0	0	0	466	74.56	540.56	65.24	0	540.56	tarjeta	FRMX-TV-CDMX-001	express	Margarita
CHQ-FRMX-MB-CDMX-001-20240210-1588	2024-02-10	18:49	19:46	29	MES-006	María Elena Gutiérrez Flores	3	morning	162.75	54.25	8.68	0	0	217	33.33	241.65	29.16	0	241.65	tarjeta	FRMX-MB-CDMX-001	dine_in	Taco al Pastor
CHQ-FRMX-CD-MTY-001-20240211-1589	2024-02-11	20:52	8:41	23	MES-040	José Antonio López Hernández	1	afternoon	577.5	192.5	0	0	15.4	770	120.74	875.34	105.64	875.34	0	efectivo	FRMX-CD-MTY-001	dine_in	PESC ZARAND
CHQ-FRMX-TV-GDL-001-20240205-1590	2024-02-05	13:39	18:27	7	MES-006	Ana Cruz Martínez	2	afternoon	303	101	0	0	0	404	64.64	468.64	56.56	0	468.64	tarjeta	FRMX-TV-GDL-001	express	TACOS PASTOR
