folio	fecha	hora_apertura	hora_cierre	mesa	mesero_id	mesero_nombre	num_comensales	turno	subtotal_alimentos	subtotal_bebidas	descuento	cortesia	cancelado	subtotal	iva	total	propina	efectivo	tarjeta	forma_pago	sucursal_id	tipo_servicio
CHQ-FRMX-TV-CDMX-001-20240126-1377	2024-01-26	7:09	9:22	26	MES-008	Luis Ramírez Torres	4	morning	537.75	179.25	0	0	14.34	717	112.43	815.09	98.37	815.09	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240127-1378	2024-01-27	14:16	12:07	21	MES-013	Carmen Jiménez Ortiz	4	morning	258	86	13.76	5.16	0	344	52.01	377.09	45.51	0	377.09	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240128-1379	2024-01-28	11:57	16:19	30	MES-033	Carmen Jiménez Ortiz	2	afternoon	204	68	10.88	4.08	0	272	41.13	298.17	35.99	0	298.17	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240122-1380	2024-01-22	17:34	17:32	25	MES-014	Carmen Jiménez Ortiz	2	morning	475.5	158.5	25.36	0	12.68	634	95.35	691.31	83.43	0	691.31	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240123-1381	2024-01-23	8:16	21:15	3	MES-037	María Elena Gutiérrez Flores	1	morning	113.25	37.75	6.04	0	3.02	151	22.71	164.65	19.87	0	164.65	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240124-1382	2024-01-24	20:29	23:17	1	MES-019	Luis Ramírez Torres	1	morning	443.25	147.75	0	0	11.82	591	92.67	671.85	81.09	0	671.85	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240125-1383	2024-01-25	16:19	11:02	12	MES-034	Carmen Jiménez Ortiz	1	night	578.25	192.75	0	11.57	15.42	771	119.04	863.05	104.16	0	863.05	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240126-1384	2024-01-26	14:12	14:00	9	MES-012	José Antonio López Hernández	2	morning	153	51	8.16	0	0	204	31.33	227.17	27.42	227.17	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240127-1385	2024-01-27	8:25	14:00	11	MES-013	Pablo Mendoza Romero	4	afternoon	660.75	220.25	35.24	0	17.62	881	132.5	960.64	115.94	960.64	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240128-1386	2024-01-28	21:57	22:00	1	MES-030	Luis Ramírez Torres	1	afternoon	656.25	218.75	0	0	17.5	875	137.2	994.7	120.05	0	994.7	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240122-1387	2024-01-22	19:15	12:21	18	MES-001	Pablo Mendoza Romero	3	night	637.5	212.5	0	0	0	850	136	986	119	0	986	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240123-1388	2024-01-23	18:45	8:01	7	MES-007	Diego Vázquez Castillo	2	afternoon	295.5	98.5	15.76	0	7.88	394	59.26	429.62	51.85	0	429.62	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240124-1389	2024-01-24	12:06	22:16	15	MES-038	José Antonio López Hernández	2	afternoon	167.25	55.75	8.92	0	0	223	34.25	248.33	29.97	0	248.33	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240125-1390	2024-01-25	10:21	15:07	3	MES-035	José Antonio López Hernández	4	morning	547.5	182.5	0	0	14.6	730	114.46	829.86	100.16	829.86	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240126-1391	2024-01-26	13:33	15:54	26	MES-006	Luis Ramírez Torres	3	night	326.25	108.75	0	0	0	435	69.6	504.6	60.9	504.6	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240127-1392	2024-01-27	9:21	17:52	1	MES-040	José Antonio López Hernández	3	morning	115.5	38.5	0	0	3.08	154	24.15	175.07	21.13	175.07	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240128-1393	2024-01-28	12:26	8:29	9	MES-008	Diego Vázquez Castillo	3	night	585	195	0	11.7	15.6	780	120.43	873.13	105.38	0	873.13	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240122-1394	2024-01-22	9:26	15:28	27	MES-012	Sofía Reyes Morales	1	morning	206.25	68.75	11	4.13	5.5	275	40.7	295.07	35.61	295.07	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240123-1395	2024-01-23	18:59	19:44	17	MES-003	Diego Vázquez Castillo	3	night	284.25	94.75	0	0	0	379	60.64	439.64	53.06	439.64	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240124-1396	2024-01-24	11:18	10:06	12	MES-027	Carmen Jiménez Ortiz	1	night	671.25	223.75	35.8	0	17.9	895	134.61	975.91	117.78	0	975.91	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240125-1397	2024-01-25	9:43	17:02	11	MES-037	Diego Vázquez Castillo	4	night	261	87	13.92	5.22	0	348	52.62	381.48	46.04	381.48	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240126-1398	2024-01-26	17:49	15:39	28	MES-013	Sofía Reyes Morales	2	night	672.75	224.25	0	0	0	897	143.52	1040.52	125.58	0	1040.52	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240127-1399	2024-01-27	21:23	19:00	23	MES-012	Luis Ramírez Torres	2	morning	102.75	34.25	0	0	0	137	21.92	158.92	19.18	158.92	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240128-1400	2024-01-28	10:15	10:05	9	MES-010	Luis Ramírez Torres	1	night	403.5	134.5	21.52	0	0	538	82.64	599.12	72.31	0	599.12	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240122-1401	2024-01-22	7:44	11:33	15	MES-037	José Antonio López Hernández	1	afternoon	556.5	185.5	0	0	14.84	742	116.35	843.51	101.8	843.51	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240123-1402	2024-01-23	21:54	19:25	17	MES-007	Ana Cruz Martínez	1	afternoon	179.25	59.75	9.56	3.59	0	239	36.14	261.99	31.62	0	261.99	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240124-1403	2024-01-24	18:47	16:10	14	MES-009	Sofía Reyes Morales	4	afternoon	135.75	45.25	7.24	0	0	181	27.8	201.56	24.33	201.56	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240125-1404	2024-01-25	16:34	15:06	2	MES-023	José Antonio López Hernández	4	morning	571.5	190.5	30.48	0	15.24	762	114.6	830.88	100.28	0	830.88	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240126-1405	2024-01-26	13:16	15:29	5	MES-011	Sofía Reyes Morales	4	afternoon	165	55	0	3.3	0	220	34.67	251.37	30.34	0	251.37	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240127-1406	2024-01-27	7:56	14:56	24	MES-024	Carmen Jiménez Ortiz	1	afternoon	582.75	194.25	0	0	0	777	124.32	901.32	108.78	901.32	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240128-1407	2024-01-28	7:13	16:48	9	MES-012	José Antonio López Hernández	2	night	646.5	215.5	34.48	0	0	862	132.4	959.92	115.85	0	959.92	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240122-1408	2024-01-22	10:20	12:21	23	MES-016	Sofía Reyes Morales	4	night	544.5	181.5	29.04	0	14.52	726	109.19	791.63	95.54	0	791.63	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240123-1409	2024-01-23	20:10	23:21	1	MES-009	Diego Vázquez Castillo	4	afternoon	526.5	175.5	0	10.53	0	702	110.64	802.11	96.81	802.11	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240124-1410	2024-01-24	15:54	13:12	13	MES-022	Carmen Jiménez Ortiz	1	night	501.75	167.25	0	0	13.38	669	104.9	760.52	91.79	760.52	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240125-1411	2024-01-25	11:51	22:52	9	MES-024	Carmen Jiménez Ortiz	3	night	393	131	20.96	0	0	524	80.49	583.53	70.43	0	583.53	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240126-1412	2024-01-26	10:35	12:21	12	MES-011	Pablo Mendoza Romero	3	morning	564	188	0	0	0	752	120.32	872.32	105.28	872.32	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240127-1413	2024-01-27	19:07	8:29	6	MES-038	Diego Vázquez Castillo	4	night	234	78	12.48	0	0	312	47.92	347.44	41.93	0	347.44	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240128-1414	2024-01-28	15:51	21:21	10	MES-009	José Antonio López Hernández	4	night	454.5	151.5	0	9.09	0	606	95.51	692.42	83.57	0	692.42	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240122-1415	2024-01-22	8:31	20:59	16	MES-015	Luis Ramírez Torres	2	morning	428.25	142.75	22.84	0	0	571	87.71	635.87	76.74	635.87	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240123-1416	2024-01-23	20:41	21:28	25	MES-033	Luis Ramírez Torres	3	afternoon	420.75	140.25	0	8.41	0	561	88.41	641	77.36	0	641	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240124-1417	2024-01-24	8:56	21:19	30	MES-003	Luis Ramírez Torres	4	afternoon	380.25	126.75	0	0	0	507	81.12	588.12	70.98	0	588.12	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240125-1418	2024-01-25	7:00	16:50	18	MES-029	María Elena Gutiérrez Flores	4	afternoon	317.25	105.75	0	0	0	423	67.68	490.68	59.22	490.68	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240126-1419	2024-01-26	13:39	22:15	2	MES-033	Carmen Jiménez Ortiz	1	morning	301.5	100.5	16.08	6.03	0	402	60.78	440.67	53.18	0	440.67	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240127-1420	2024-01-27	21:09	22:41	19	MES-031	José Antonio López Hernández	4	afternoon	231	77	0	0	6.16	308	48.29	350.13	42.26	0	350.13	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240128-1421	2024-01-28	15:04	10:12	8	MES-004	Pablo Mendoza Romero	4	afternoon	189	63	0	0	5.04	252	39.51	286.47	34.57	0	286.47	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240122-1422	2024-01-22	15:40	14:25	30	MES-023	María Elena Gutiérrez Flores	1	night	645.75	215.25	34.44	0	17.22	861	129.49	938.83	113.31	0	938.83	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240123-1423	2024-01-23	22:30	12:24	26	MES-004	José Antonio López Hernández	3	morning	333.75	111.25	0	0	0	445	71.2	516.2	62.3	0	516.2	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240124-1424	2024-01-24	10:11	17:00	6	MES-010	Ana Cruz Martínez	1	afternoon	267	89	14.24	5.34	0	356	53.83	390.25	47.1	0	390.25	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240125-1425	2024-01-25	10:30	14:34	15	MES-013	Pablo Mendoza Romero	1	morning	495.75	165.25	0	0	13.22	661	103.64	751.42	90.69	751.42	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240126-1426	2024-01-26	9:35	8:50	7	MES-022	Pablo Mendoza Romero	2	night	177.75	59.25	0	0	0	237	37.92	274.92	33.18	0	274.92	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240127-1427	2024-01-27	20:58	8:36	1	MES-006	Sofía Reyes Morales	2	morning	367.5	122.5	19.6	0	9.8	490	73.7	534.3	64.48	534.3	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240128-1428	2024-01-28	13:41	20:49	16	MES-014	María Elena Gutiérrez Flores	1	night	448.5	149.5	0	0	0	598	95.68	693.68	83.72	0	693.68	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240122-1429	2024-01-22	9:30	10:57	15	MES-013	María Elena Gutiérrez Flores	2	night	570.75	190.25	30.44	0	0	761	116.89	847.45	102.28	0	847.45	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240123-1430	2024-01-23	19:42	9:18	20	MES-004	María Elena Gutiérrez Flores	4	morning	177	59	9.44	0	4.72	236	35.49	257.33	31.06	257.33	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240124-1431	2024-01-24	9:18	9:02	21	MES-002	Sofía Reyes Morales	2	afternoon	188.25	62.75	0	0	5.02	251	39.36	285.34	34.44	285.34	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240125-1432	2024-01-25	21:36	20:15	27	MES-011	José Antonio López Hernández	1	night	259.5	86.5	0	5.19	0	346	54.53	395.34	47.71	395.34	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240126-1433	2024-01-26	15:36	19:50	1	MES-021	Ana Cruz Martínez	4	morning	283.5	94.5	15.12	0	0	378	58.06	420.94	50.8	420.94	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240127-1434	2024-01-27	15:58	21:07	10	MES-008	Luis Ramírez Torres	3	night	624.75	208.25	33.32	0	16.66	833	125.28	908.3	109.62	0	908.3	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240128-1435	2024-01-28	19:44	12:56	27	MES-003	María Elena Gutiérrez Flores	1	night	502.5	167.5	0	0	0	670	107.2	777.2	93.8	0	777.2	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240122-1436	2024-01-22	13:53	10:22	3	MES-005	Luis Ramírez Torres	2	afternoon	581.25	193.75	0	0	0	775	124	899	108.5	899	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240123-1437	2024-01-23	17:50	8:46	25	MES-012	Diego Vázquez Castillo	1	afternoon	423	141	0	8.46	11.28	564	87.08	631.34	76.2	631.34	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240124-1438	2024-01-24	13:02	12:22	30	MES-001	Sofía Reyes Morales	3	afternoon	378.75	126.25	20.2	0	0	505	77.57	562.37	67.87	0	562.37	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240125-1439	2024-01-25	7:43	17:06	12	MES-004	Sofía Reyes Morales	3	night	583.5	194.5	31.12	0	15.56	778	117.01	848.33	102.38	848.33	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240126-1440	2024-01-26	9:21	23:36	5	MES-019	Carmen Jiménez Ortiz	4	afternoon	291.75	97.25	0	5.84	7.78	389	60.06	435.44	52.55	0	435.44	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240127-1441	2024-01-27	11:23	14:58	5	MES-027	Carmen Jiménez Ortiz	4	night	578.25	192.75	0	11.57	15.42	771	119.04	863.05	104.16	863.05	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240128-1442	2024-01-28	17:52	14:24	2	MES-007	Sofía Reyes Morales	3	morning	654	218	0	0	0	872	139.52	1011.52	122.08	1011.52	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240122-1443	2024-01-22	16:16	18:44	24	MES-030	Carmen Jiménez Ortiz	4	afternoon	559.5	186.5	0	0	0	746	119.36	865.36	104.44	0	865.36	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240123-1444	2024-01-23	16:11	12:02	11	MES-011	José Antonio López Hernández	2	night	546.75	182.25	29.16	10.93	0	729	110.23	799.14	96.45	799.14	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240124-1445	2024-01-24	7:47	8:23	13	MES-017	Luis Ramírez Torres	4	night	578.25	192.75	0	0	0	771	123.36	894.36	107.94	0	894.36	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240125-1446	2024-01-25	12:25	11:17	16	MES-016	Sofía Reyes Morales	4	night	226.5	75.5	12.08	0	6.04	302	45.42	329.3	39.74	329.3	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240126-1447	2024-01-26	11:35	18:10	27	MES-005	María Elena Gutiérrez Flores	1	night	644.25	214.75	0	0	17.18	859	134.69	976.51	117.85	976.51	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240127-1448	2024-01-27	10:06	11:06	13	MES-015	Diego Vázquez Castillo	3	afternoon	517.5	172.5	27.6	0	0	690	105.98	768.38	92.74	0	768.38	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240128-1449	2024-01-28	7:32	22:02	18	MES-008	Diego Vázquez Castillo	3	night	496.5	165.5	26.48	9.93	0	662	100.09	725.68	87.58	0	725.68	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240122-1450	2024-01-22	13:13	14:43	27	MES-027	María Elena Gutiérrez Flores	1	night	169.5	56.5	0	0	0	226	36.16	262.16	31.64	0	262.16	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240123-1451	2024-01-23	21:09	15:57	28	MES-029	María Elena Gutiérrez Flores	2	afternoon	307.5	102.5	0	0	8.2	410	64.29	466.09	56.25	466.09	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240124-1452	2024-01-24	15:04	23:06	1	MES-009	Sofía Reyes Morales	4	night	130.5	43.5	6.96	2.61	0	174	26.31	190.74	23.02	190.74	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240125-1453	2024-01-25	8:49	19:55	20	MES-011	Luis Ramírez Torres	4	night	241.5	80.5	12.88	0	0	322	49.46	358.58	43.28	0	358.58	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240126-1454	2024-01-26	12:22	23:06	30	MES-009	Ana Cruz Martínez	2	morning	354.75	118.25	18.92	7.1	9.46	473	70	507.52	61.25	0	507.52	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240127-1455	2024-01-27	15:39	13:18	30	MES-017	Carmen Jiménez Ortiz	2	afternoon	516	172	0	0	13.76	688	107.88	782.12	94.39	782.12	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240128-1456	2024-01-28	16:18	19:24	16	MES-009	Ana Cruz Martínez	1	afternoon	320.25	106.75	0	0	8.54	427	66.95	485.41	58.58	485.41	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240122-1457	2024-01-22	15:29	8:59	9	MES-027	Sofía Reyes Morales	2	afternoon	481.5	160.5	25.68	0	0	642	98.61	714.93	86.28	714.93	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240123-1458	2024-01-23	7:12	10:33	25	MES-012	Ana Cruz Martínez	3	night	575.25	191.75	30.68	0	0	767	117.81	854.13	103.08	0	854.13	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240124-1459	2024-01-24	12:41	21:53	6	MES-012	Diego Vázquez Castillo	1	night	624.75	208.25	0	0	16.66	833	130.61	946.95	114.29	946.95	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240125-1460	2024-01-25	11:07	9:18	13	MES-025	Luis Ramírez Torres	1	morning	243	81	0	4.86	0	324	51.06	370.2	44.68	0	370.2	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240126-1461	2024-01-26	15:42	23:56	8	MES-024	Diego Vázquez Castillo	3	morning	348	116	0	0	9.28	464	72.76	527.48	63.66	0	527.48	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240127-1462	2024-01-27	14:44	10:09	11	MES-002	Diego Vázquez Castillo	4	afternoon	513	171	27.36	0	13.68	684	102.87	745.83	90.01	0	745.83	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240128-1463	2024-01-28	21:00	16:22	22	MES-024	Luis Ramírez Torres	2	morning	375.75	125.25	0	0	10.02	501	78.56	569.54	68.74	0	569.54	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240122-1464	2024-01-22	17:22	16:00	16	MES-024	Luis Ramírez Torres	3	afternoon	395.25	131.75	0	0	0	527	84.32	611.32	73.78	0	611.32	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240123-1465	2024-01-23	15:44	18:45	9	MES-003	José Antonio López Hernández	2	night	411	137	21.92	0	0	548	84.17	610.25	73.65	610.25	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240124-1466	2024-01-24	19:39	13:51	25	MES-003	Pablo Mendoza Romero	4	afternoon	569.25	189.75	0	0	15.18	759	119.01	862.83	104.13	0	862.83	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240125-1467	2024-01-25	7:47	10:19	18	MES-021	Diego Vázquez Castillo	3	night	621.75	207.25	33.16	0	0	829	127.33	923.17	111.42	923.17	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240126-1468	2024-01-26	18:00	13:56	11	MES-002	María Elena Gutiérrez Flores	2	night	263.25	87.75	14.04	0	7.02	351	52.79	382.73	46.19	382.73	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240127-1469	2024-01-27	13:00	20:15	26	MES-033	Sofía Reyes Morales	3	afternoon	222	74	11.84	0	5.92	296	44.52	322.76	38.95	0	322.76	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240128-1470	2024-01-28	12:26	9:37	18	MES-002	Pablo Mendoza Romero	3	night	432	144	0	8.64	0	576	90.78	658.14	79.43	0	658.14	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240122-1471	2024-01-22	7:05	13:19	9	MES-005	José Antonio López Hernández	3	afternoon	651	217	34.72	0	0	868	133.32	966.6	116.66	966.6	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240123-1472	2024-01-23	19:46	21:45	6	MES-034	Pablo Mendoza Romero	4	night	324.75	108.25	0	6.5	8.66	433	66.85	484.69	58.5	0	484.69	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240124-1473	2024-01-24	8:08	12:08	16	MES-026	Diego Vázquez Castillo	1	morning	372.75	124.25	0	7.46	9.94	497	76.74	556.34	67.14	0	556.34	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240125-1474	2024-01-25	9:49	18:50	3	MES-025	María Elena Gutiérrez Flores	1	morning	609	203	0	12.18	0	812	127.97	927.79	111.97	0	927.79	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240126-1475	2024-01-26	21:36	18:28	13	MES-031	Diego Vázquez Castillo	1	morning	660.75	220.25	35.24	13.22	17.62	881	130.39	945.31	114.09	945.31	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240127-1476	2024-01-27	17:08	17:20	3	MES-022	Carmen Jiménez Ortiz	2	afternoon	242.25	80.75	0	4.85	0	323	50.9	369.05	44.54	369.05	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240128-1477	2024-01-28	19:45	22:14	27	MES-004	José Antonio López Hernández	3	night	423.75	141.25	22.6	0	0	565	86.78	629.18	75.94	629.18	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240122-1478	2024-01-22	19:40	17:05	19	MES-038	Luis Ramírez Torres	2	morning	577.5	192.5	0	0	0	770	123.2	893.2	107.8	0	893.2	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240123-1479	2024-01-23	7:18	13:32	27	MES-009	María Elena Gutiérrez Flores	3	morning	516.75	172.25	27.56	0	0	689	105.83	767.27	92.6	0	767.27	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240124-1480	2024-01-24	9:56	23:49	3	MES-013	Diego Vázquez Castillo	4	night	441.75	147.25	0	0	0	589	94.24	683.24	82.46	0	683.24	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240125-1481	2024-01-25	16:19	10:03	1	MES-006	José Antonio López Hernández	1	morning	598.5	199.5	31.92	0	15.96	798	120.02	870.14	105.02	870.14	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240126-1482	2024-01-26	12:17	20:40	17	MES-037	Pablo Mendoza Romero	3	morning	247.5	82.5	0	0	0	330	52.8	382.8	46.2	0	382.8	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240127-1483	2024-01-27	21:36	13:18	6	MES-027	María Elena Gutiérrez Flores	4	morning	138	46	7.36	0	0	184	28.26	204.9	24.73	0	204.9	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240128-1484	2024-01-28	18:16	8:39	12	MES-005	Ana Cruz Martínez	1	afternoon	372	124	0	0	0	496	79.36	575.36	69.44	0	575.36	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240122-1485	2024-01-22	22:07	22:38	20	MES-005	Ana Cruz Martínez	1	night	647.25	215.75	34.52	0	0	863	132.56	961.04	115.99	961.04	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240123-1486	2024-01-23	10:14	11:47	7	MES-033	Luis Ramírez Torres	1	night	448.5	149.5	23.92	8.97	11.96	598	88.5	641.65	77.44	641.65	0	efectivo	FRMX-CD-CDMX-001	dine_in
