receipt_number	date	open_time	close_time	table	server_id	server_name	guests	shift	food_subtotal	beverage_subtotal	discount	comp	voided	subtotal	tax	total	tip	cash	card	payment_method	store_id	service_type
CHQ-FRMX-CD-MTY-001-20240134-1504	2024-01-34	11:23	11:51	5	MES-011	Pablo Mendoza Romero	1	night	250.5	83.5	0	0	6.68	334	52.37	379.69	45.82	379.69	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240135-1505	2024-01-35	7:28	11:09	7	MES-014	Ana Cruz Martínez	3	night	601.5	200.5	32.08	0	0	802	123.19	893.11	107.79	893.11	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240129-1506	2024-01-29	9:44	17:32	2	MES-034	Luis Ramírez Torres	4	afternoon	367.5	122.5	0	0	0	490	78.4	568.4	68.6	568.4	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240130-1507	2024-01-30	15:57	22:46	7	MES-039	Sofía Reyes Morales	2	night	361.5	120.5	19.28	0	9.64	482	72.49	525.57	63.43	0	525.57	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240131-1508	2024-01-31	10:18	16:10	19	MES-031	María Elena Gutiérrez Flores	2	morning	294.75	98.25	0	0	0	393	62.88	455.88	55.02	0	455.88	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240132-1509	2024-01-32	20:56	14:53	16	MES-007	María Elena Gutiérrez Flores	1	morning	261	87	0	0	6.96	348	54.57	395.61	47.75	0	395.61	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240133-1510	2024-01-33	8:23	15:24	25	MES-030	Pablo Mendoza Romero	2	afternoon	297.75	99.25	15.88	0	7.94	397	59.71	432.89	52.25	0	432.89	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240134-1511	2024-01-34	7:38	18:19	4	MES-021	Carmen Jiménez Ortiz	2	morning	204.75	68.25	0	0	0	273	43.68	316.68	38.22	0	316.68	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240135-1512	2024-01-35	10:58	19:39	20	MES-031	Pablo Mendoza Romero	2	night	552.75	184.25	29.48	0	0	737	113.2	820.72	99.05	0	820.72	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240129-1513	2024-01-29	16:46	23:59	20	MES-020	Sofía Reyes Morales	4	night	495.75	165.25	0	0	0	661	105.76	766.76	92.54	0	766.76	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240130-1514	2024-01-30	11:55	15:22	1	MES-018	Diego Vázquez Castillo	2	night	669	223	0	13.38	0	892	140.58	1019.2	123.01	0	1019.2	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240131-1515	2024-01-31	14:39	15:27	23	MES-027	Carmen Jiménez Ortiz	3	morning	274.5	91.5	0	0	7.32	366	57.39	416.07	50.22	0	416.07	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240132-1516	2024-01-32	22:05	19:49	8	MES-040	Diego Vázquez Castillo	2	afternoon	276.75	92.25	14.76	0	0	369	56.68	410.92	49.59	0	410.92	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240133-1517	2024-01-33	20:55	14:51	30	MES-031	Carmen Jiménez Ortiz	3	morning	437.25	145.75	0	0	0	583	93.28	676.28	81.62	0	676.28	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240134-1518	2024-01-34	20:50	12:34	22	MES-018	Luis Ramírez Torres	1	morning	474.75	158.25	25.32	9.49	0	633	95.71	693.9	83.75	693.9	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240135-1519	2024-01-35	9:01	9:43	15	MES-013	Diego Vázquez Castillo	4	morning	473.25	157.75	0	9.47	0	631	99.44	720.97	87.01	0	720.97	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240129-1520	2024-01-29	10:48	18:11	7	MES-012	Pablo Mendoza Romero	3	afternoon	631.5	210.5	33.68	12.63	0	842	127.31	923	111.4	0	923	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240130-1521	2024-01-30	13:26	11:57	14	MES-040	Ana Cruz Martínez	4	afternoon	330.75	110.25	17.64	0	8.82	441	66.33	480.87	58.04	0	480.87	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240131-1522	2024-01-31	12:26	23:30	22	MES-003	Sofía Reyes Morales	2	night	132	44	0	2.64	3.52	176	27.17	197.01	23.78	0	197.01	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240132-1523	2024-01-32	16:47	23:30	23	MES-030	Luis Ramírez Torres	3	morning	555	185	0	0	0	740	118.4	858.4	103.6	0	858.4	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240133-1524	2024-01-33	10:18	23:18	29	MES-032	Luis Ramírez Torres	4	afternoon	274.5	91.5	14.64	5.49	7.32	366	54.17	392.72	47.4	0	392.72	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240134-1525	2024-01-34	13:00	12:51	25	MES-027	María Elena Gutiérrez Flores	4	afternoon	189.75	63.25	10.12	0	5.06	253	38.05	275.87	33.29	0	275.87	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240135-1526	2024-01-35	19:03	19:58	18	MES-016	Luis Ramírez Torres	4	afternoon	625.5	208.5	33.36	0	16.68	834	125.43	909.39	109.75	909.39	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240129-1527	2024-01-29	22:59	15:34	20	MES-002	Diego Vázquez Castillo	2	afternoon	633	211	0	12.66	16.88	844	130.31	944.77	114.02	944.77	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240130-1528	2024-01-30	13:27	9:18	19	MES-035	Sofía Reyes Morales	1	afternoon	105.75	35.25	5.64	2.11	0	141	21.32	154.57	18.66	0	154.57	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240131-1529	2024-01-31	10:27	22:33	5	MES-022	Luis Ramírez Torres	2	afternoon	632.25	210.75	0	12.65	16.86	843	130.16	943.65	113.89	943.65	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240132-1530	2024-01-32	18:11	11:30	29	MES-034	Pablo Mendoza Romero	2	afternoon	393.75	131.25	0	0	10.5	525	82.32	596.82	72.03	0	596.82	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240133-1531	2024-01-33	19:40	20:46	30	MES-030	Carmen Jiménez Ortiz	1	morning	618.75	206.25	0	0	16.5	825	129.36	937.86	113.19	0	937.86	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240134-1532	2024-01-34	21:42	21:57	19	MES-017	Diego Vázquez Castillo	3	morning	658.5	219.5	0	0	0	878	140.48	1018.48	122.92	1018.48	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240135-1533	2024-01-35	13:36	9:01	21	MES-020	José Antonio López Hernández	4	morning	622.5	207.5	33.2	0	0	830	127.49	924.29	111.55	924.29	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240129-1534	2024-01-29	19:10	10:40	10	MES-010	Sofía Reyes Morales	2	afternoon	443.25	147.75	0	0	11.82	591	92.67	671.85	81.09	0	671.85	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240130-1535	2024-01-30	22:16	10:12	28	MES-035	Luis Ramírez Torres	1	night	142.5	47.5	0	0	3.8	190	29.79	215.99	26.07	0	215.99	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240131-1536	2024-01-31	9:04	21:46	14	MES-034	Luis Ramírez Torres	2	morning	365.25	121.75	19.48	0	9.74	487	73.24	531.02	64.09	0	531.02	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240132-1537	2024-01-32	19:35	21:12	23	MES-036	Carmen Jiménez Ortiz	3	night	450	150	0	0	12	600	94.08	682.08	82.32	0	682.08	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240133-1538	2024-01-33	9:11	20:12	2	MES-019	Diego Vázquez Castillo	1	afternoon	236.25	78.75	0	0	6.3	315	49.39	358.09	43.22	0	358.09	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240134-1539	2024-01-34	7:56	17:55	7	MES-022	María Elena Gutiérrez Flores	1	afternoon	603	201	0	0	0	804	128.64	932.64	112.56	0	932.64	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240135-1540	2024-01-35	20:56	9:15	11	MES-038	Carmen Jiménez Ortiz	1	morning	136.5	45.5	0	0	0	182	29.12	211.12	25.48	0	211.12	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240129-1541	2024-01-29	15:20	17:01	8	MES-032	José Antonio López Hernández	1	night	276.75	92.25	0	0	0	369	59.04	428.04	51.66	428.04	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240130-1542	2024-01-30	20:36	18:30	25	MES-032	Luis Ramírez Torres	1	afternoon	396.75	132.25	0	7.94	0	529	83.37	604.43	72.95	0	604.43	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240131-1543	2024-01-31	14:14	11:01	25	MES-029	Sofía Reyes Morales	3	night	645	215	0	0	17.2	860	134.85	977.65	117.99	0	977.65	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240132-1544	2024-01-32	19:03	9:59	6	MES-017	Carmen Jiménez Ortiz	2	morning	524.25	174.75	27.96	10.49	13.98	699	103.45	750.02	90.52	0	750.02	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240133-1545	2024-01-33	18:10	17:03	4	MES-026	Sofía Reyes Morales	4	afternoon	536.25	178.75	0	0	14.3	715	112.11	812.81	98.1	0	812.81	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240134-1546	2024-01-34	13:59	21:58	14	MES-030	Sofía Reyes Morales	2	night	336	112	0	0	8.96	448	70.25	509.29	61.47	0	509.29	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240135-1547	2024-01-35	21:40	16:53	25	MES-030	Ana Cruz Martínez	1	morning	491.25	163.75	0	9.82	13.1	655	101.13	733.21	88.49	733.21	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240129-1548	2024-01-29	17:04	19:01	23	MES-013	Ana Cruz Martínez	4	night	135	45	0	2.7	0	180	28.37	205.67	24.82	205.67	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240130-1549	2024-01-30	15:27	12:55	22	MES-003	Pablo Mendoza Romero	4	night	664.5	221.5	0	0	0	886	141.76	1027.76	124.04	1027.76	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240131-1550	2024-01-31	15:21	23:31	21	MES-039	Pablo Mendoza Romero	3	afternoon	126	42	6.72	0	3.36	168	25.27	183.19	22.11	183.19	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240132-1551	2024-01-32	17:40	14:39	24	MES-032	Ana Cruz Martínez	2	night	270.75	90.25	0	0	7.22	361	56.6	410.38	49.53	0	410.38	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240133-1552	2024-01-33	15:15	14:10	6	MES-027	María Elena Gutiérrez Flores	4	night	580.5	193.5	30.96	0	0	774	118.89	861.93	104.03	861.93	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240134-1553	2024-01-34	10:46	10:28	8	MES-013	Luis Ramírez Torres	2	night	400.5	133.5	21.36	8.01	0	534	80.74	585.37	70.65	0	585.37	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240135-1554	2024-01-35	18:22	10:49	1	MES-018	María Elena Gutiérrez Flores	4	night	276	92	14.72	0	0	368	56.52	409.8	49.46	409.8	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240129-1555	2024-01-29	16:09	8:22	6	MES-003	José Antonio López Hernández	1	afternoon	441	147	23.52	0	0	588	90.32	654.8	79.03	654.8	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240130-1556	2024-01-30	10:16	18:51	10	MES-010	José Antonio López Hernández	4	night	587.25	195.75	0	0	0	783	125.28	908.28	109.62	0	908.28	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240131-1557	2024-01-31	10:18	10:37	27	MES-007	Pablo Mendoza Romero	2	night	420	140	22.4	0	11.2	560	84.22	610.62	73.7	0	610.62	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240132-1558	2024-01-32	21:40	23:19	20	MES-002	Ana Cruz Martínez	4	morning	237.75	79.25	12.68	0	0	317	48.69	353.01	42.6	353.01	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240133-1559	2024-01-33	12:53	22:18	27	MES-038	Luis Ramírez Torres	1	night	287.25	95.75	0	0	0	383	61.28	444.28	53.62	0	444.28	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240134-1560	2024-01-34	14:18	14:40	1	MES-030	Carmen Jiménez Ortiz	2	afternoon	656.25	218.75	0	13.13	0	875	137.9	999.77	120.66	0	999.77	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240135-1561	2024-01-35	13:02	15:58	8	MES-016	Sofía Reyes Morales	4	night	393.75	131.25	21	0	10.5	525	78.96	572.46	69.09	0	572.46	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240129-1562	2024-01-29	18:26	12:16	2	MES-014	Luis Ramírez Torres	2	morning	149.25	49.75	0	0	0	199	31.84	230.84	27.86	0	230.84	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240130-1563	2024-01-30	20:02	14:25	1	MES-036	Diego Vázquez Castillo	1	night	560.25	186.75	0	0	0	747	119.52	866.52	104.58	866.52	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240131-1564	2024-01-31	15:58	21:57	29	MES-032	Pablo Mendoza Romero	1	afternoon	585.75	195.25	31.24	11.72	0	781	118.09	856.13	103.33	0	856.13	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240132-1565	2024-01-32	8:04	18:54	30	MES-018	José Antonio López Hernández	2	morning	321.75	107.25	17.16	6.44	8.58	429	63.49	460.31	55.55	460.31	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240133-1566	2024-01-33	20:01	14:58	12	MES-005	Pablo Mendoza Romero	2	morning	479.25	159.75	0	0	0	639	102.24	741.24	89.46	0	741.24	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240134-1567	2024-01-34	18:39	22:02	7	MES-009	María Elena Gutiérrez Flores	4	afternoon	643.5	214.5	0	12.87	17.16	858	132.48	960.45	115.92	0	960.45	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240135-1568	2024-01-35	14:26	21:45	14	MES-019	Pablo Mendoza Romero	1	afternoon	431.25	143.75	0	0	0	575	92	667	80.5	0	667	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240129-1569	2024-01-29	13:31	23:46	6	MES-013	Diego Vázquez Castillo	2	night	591	197	0	0	0	788	126.08	914.08	110.32	0	914.08	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240130-1570	2024-01-30	20:01	22:08	16	MES-033	Ana Cruz Martínez	1	morning	282	94	0	5.64	7.52	376	58.05	420.89	50.8	0	420.89	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240131-1571	2024-01-31	20:16	17:01	16	MES-026	Sofía Reyes Morales	3	afternoon	141.75	47.25	7.56	2.84	3.78	189	27.97	202.79	24.47	0	202.79	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240132-1572	2024-01-32	12:05	23:16	8	MES-038	Sofía Reyes Morales	3	night	388.5	129.5	20.72	0	10.36	518	77.91	564.83	68.17	0	564.83	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240133-1573	2024-01-33	14:15	23:01	15	MES-011	Ana Cruz Martínez	2	morning	448.5	149.5	0	0	0	598	95.68	693.68	83.72	0	693.68	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240134-1574	2024-01-34	8:21	10:04	29	MES-006	María Elena Gutiérrez Flores	2	afternoon	143.25	47.75	0	2.87	0	191	30.1	218.23	26.34	0	218.23	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240135-1575	2024-01-35	12:28	11:11	7	MES-017	María Elena Gutiérrez Flores	1	night	248.25	82.75	0	0	6.62	331	51.9	376.28	45.41	0	376.28	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240129-1576	2024-01-29	11:23	15:32	30	MES-007	Carmen Jiménez Ortiz	1	night	504	168	0	0	0	672	107.52	779.52	94.08	779.52	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240130-1577	2024-01-30	18:42	14:55	22	MES-029	Sofía Reyes Morales	3	afternoon	606	202	32.32	0	0	808	124.11	899.79	108.6	899.79	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240131-1578	2024-01-31	7:13	9:04	5	MES-022	Ana Cruz Martínez	1	night	271.5	90.5	14.48	0	0	362	55.6	403.12	48.65	0	403.12	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240132-1579	2024-01-32	16:23	23:45	9	MES-027	Ana Cruz Martínez	2	morning	440.25	146.75	0	8.81	0	587	92.51	670.7	80.95	670.7	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240133-1580	2024-01-33	10:57	20:52	10	MES-033	Luis Ramírez Torres	2	afternoon	96	32	0	0	0	128	20.48	148.48	17.92	0	148.48	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240134-1581	2024-01-34	14:32	16:46	23	MES-016	José Antonio López Hernández	2	night	585	195	31.2	0	0	780	119.81	868.61	104.83	868.61	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240135-1582	2024-01-35	19:41	22:17	27	MES-039	Pablo Mendoza Romero	3	afternoon	123	41	0	0	3.28	164	25.72	186.44	22.5	186.44	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240129-1583	2024-01-29	22:27	9:52	19	MES-032	Luis Ramírez Torres	2	morning	205.5	68.5	10.96	0	0	274	42.09	305.13	36.83	0	305.13	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240130-1584	2024-01-30	16:55	8:23	29	MES-038	José Antonio López Hernández	3	morning	430.5	143.5	22.96	8.61	0	574	86.79	629.22	75.94	629.22	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240131-1585	2024-01-31	19:54	10:56	20	MES-026	Sofía Reyes Morales	4	morning	309	103	0	0	0	412	65.92	477.92	57.68	0	477.92	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240132-1586	2024-01-32	22:35	17:49	29	MES-022	Sofía Reyes Morales	1	afternoon	249	83	0	4.98	0	332	52.32	379.34	45.78	0	379.34	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240133-1587	2024-01-33	14:34	10:40	27	MES-023	Carmen Jiménez Ortiz	3	night	465.75	155.25	0	0	12.42	621	97.37	705.95	85.2	705.95	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240134-1588	2024-01-34	10:02	17:42	7	MES-032	Diego Vázquez Castillo	3	afternoon	270	90	0	0	7.2	360	56.45	409.25	49.39	409.25	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240135-1589	2024-01-35	14:28	22:14	6	MES-019	Ana Cruz Martínez	4	morning	380.25	126.75	20.28	0	0	507	77.88	564.6	68.14	0	564.6	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240129-1590	2024-01-29	13:58	21:56	21	MES-034	Carmen Jiménez Ortiz	2	morning	168.75	56.25	9	0	0	225	34.56	250.56	30.24	0	250.56	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240130-1591	2024-01-30	8:56	16:28	16	MES-025	Luis Ramírez Torres	3	night	648.75	216.25	0	0	17.3	865	135.63	983.33	118.68	0	983.33	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240131-1592	2024-01-31	13:16	17:32	2	MES-004	Pablo Mendoza Romero	1	afternoon	456	152	0	0	0	608	97.28	705.28	85.12	0	705.28	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240132-1593	2024-01-32	7:24	20:06	28	MES-030	José Antonio López Hernández	2	night	291	97	0	0	7.76	388	60.84	441.08	53.23	441.08	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240133-1594	2024-01-33	15:14	14:31	8	MES-028	José Antonio López Hernández	1	morning	279.75	93.25	0	0	0	373	59.68	432.68	52.22	432.68	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240134-1595	2024-01-34	12:02	12:56	19	MES-010	José Antonio López Hernández	2	night	417.75	139.25	22.28	8.36	0	557	84.22	610.58	73.69	610.58	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240135-1596	2024-01-35	21:34	11:41	22	MES-018	Luis Ramírez Torres	1	afternoon	387	129	0	0	0	516	82.56	598.56	72.24	0	598.56	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240129-1597	2024-01-29	10:20	23:05	18	MES-022	José Antonio López Hernández	1	night	416.25	138.75	0	0	11.1	555	87.02	630.92	76.15	0	630.92	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240130-1598	2024-01-30	21:23	12:18	2	MES-011	Ana Cruz Martínez	2	night	137.25	45.75	0	2.75	3.66	183	28.25	204.84	24.72	0	204.84	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240131-1599	2024-01-31	7:25	9:14	25	MES-006	Ana Cruz Martínez	3	morning	537.75	179.25	0	0	14.34	717	112.43	815.09	98.37	0	815.09	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240132-1600	2024-01-32	7:23	15:02	27	MES-001	Diego Vázquez Castillo	3	night	505.5	168.5	26.96	0	0	674	103.53	750.57	90.59	0	750.57	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240133-1601	2024-01-33	20:32	21:10	3	MES-028	Sofía Reyes Morales	2	morning	320.25	106.75	0	0	0	427	68.32	495.32	59.78	0	495.32	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240134-1602	2024-01-34	9:36	11:32	15	MES-013	José Antonio López Hernández	4	night	241.5	80.5	12.88	0	0	322	49.46	358.58	43.28	358.58	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240135-1603	2024-01-35	15:15	11:49	22	MES-020	Sofía Reyes Morales	3	morning	480.75	160.25	0	9.62	0	641	101.02	732.4	88.39	0	732.4	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240129-1604	2024-01-29	14:52	13:03	2	MES-009	María Elena Gutiérrez Flores	2	afternoon	408.75	136.25	0	0	0	545	87.2	632.2	76.3	0	632.2	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240130-1605	2024-01-30	19:06	17:18	2	MES-033	Luis Ramírez Torres	1	afternoon	91.5	30.5	4.88	1.83	0	122	18.45	133.74	16.14	0	133.74	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240131-1606	2024-01-31	11:44	15:46	15	MES-004	María Elena Gutiérrez Flores	3	morning	543.75	181.25	0	10.88	0	725	114.26	828.38	99.98	0	828.38	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240132-1607	2024-01-32	14:11	13:58	30	MES-007	José Antonio López Hernández	3	morning	420.75	140.25	22.44	0	0	561	86.17	624.73	75.4	0	624.73	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240133-1608	2024-01-33	15:56	17:06	9	MES-011	José Antonio López Hernández	3	night	522	174	0	10.44	0	696	109.69	795.25	95.98	0	795.25	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240134-1609	2024-01-34	13:53	23:47	27	MES-026	Carmen Jiménez Ortiz	1	afternoon	462.75	154.25	0	9.25	12.34	617	95.27	690.68	83.36	0	690.68	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240135-1610	2024-01-35	11:18	23:22	12	MES-012	Diego Vázquez Castillo	1	night	170.25	56.75	0	0	4.54	227	35.59	258.05	31.14	0	258.05	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240129-1611	2024-01-29	17:27	19:35	16	MES-040	Carmen Jiménez Ortiz	1	afternoon	236.25	78.75	12.6	4.72	6.3	315	46.62	338	40.79	338	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240130-1612	2024-01-30	20:33	17:57	22	MES-040	Carmen Jiménez Ortiz	1	afternoon	189.75	63.25	10.12	0	5.06	253	38.05	275.87	33.29	0	275.87	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240131-1613	2024-01-31	21:18	10:41	26	MES-009	Sofía Reyes Morales	4	night	522.75	174.25	0	0	0	697	111.52	808.52	97.58	808.52	0	efectivo	FRMX-MB-CDMX-001	dine_in
